tag,dataset,seed,features,balance,model,family,n_features,n_train,n_train_used,n_val,svm_cap,epochs_run,max_epochs,train_seconds,predict_seconds,load_seconds,total_seconds,finished_utc,host,accuracy,balanced_accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_test,pos_rate,f1_consistency_error
NSL-KDD__imbalanced__top10__CNN__seed43,NSL-KDD,43,top10,imbalanced,CNN,DL,10,93105,93105,10346,,136.0,200,31.33356809616089,0.13203835487365723,0.25190210342407227,31.465606451034546,2026-09-02T02:59:56.160978+00:00,gpu1.nitsri.ac.in,0.9635518866860635,0.9632880090508853,0.966354161709418,0.9571529578128682,0.9617315525243914,0.9636907148797476,0.9632880090508853,0.9634692297350459,0.9269786364572162,0.9938880053039423,0.9940530714907343,22415,707,909,20306,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__CNN__seed44,NSL-KDD,44,top10,imbalanced,CNN,DL,10,93105,93105,10346,,137.0,200,31.775819301605225,0.13294434547424316,0.2542400360107422,31.908763647079468,2026-09-02T03:16:36.757060+00:00,gpu1.nitsri.ac.in,0.9630105780724902,0.9626426756042603,0.9681446405510116,0.954089087909498,0.9610654764731019,0.9632870023070892,0.9626426756042603,0.9629180278052054,0.9259294537275048,0.9938965133921712,0.9940774880481835,22456,666,974,20241,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__CNN__seed45,NSL-KDD,45,top10,imbalanced,CNN,DL,10,93105,93105,10346,,196.0,200,43.832927942276,0.12933635711669922,0.25415778160095215,43.9622642993927,2026-09-02T03:33:17.356592+00:00,gpu1.nitsri.ac.in,0.956740419965266,0.9561004266724193,0.9674887349193275,0.9412208343153429,0.9541740335451808,0.9574341303088494,0.9561004266724193,0.9566043170716079,0.9135335834185698,0.9930039500076274,0.993129402588654,22451,671,1247,19968,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__CNN__seed46,NSL-KDD,46,top10,imbalanced,CNN,DL,10,93105,93105,10346,,96.0,200,21.794027090072632,0.13321685791015625,0.25084567070007324,21.927243947982788,2026-09-02T03:50:09.195694+00:00,gpu1.nitsri.ac.in,0.9604168076324514,0.9600858895940648,0.9644391408114559,0.9523921753476314,0.9583778014941302,0.9606263776063095,0.9600858895940648,0.960321584743711,0.9207121085583495,0.9929368465006948,0.993116767766912,22377,745,1010,20205,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__DT__seed42,NSL-KDD,42,top10,imbalanced,DT,ML,10,93105,93105,10346,,,200,0.16200613975524902,0.0021386146545410156,0.25843071937561035,0.16414475440979004,2026-09-02T02:40:00.977949+00:00,gpu1.nitsri.ac.in,0.9930080970746781,0.9929970819713885,0.9926474053824763,0.992740985152015,0.9926941930618401,0.9929932528642486,0.9929970819713885,0.9929951653860734,0.985990334828202,0.9932479120731535,0.9891956585298057,22966,156,154,21061,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__DT__seed43,NSL-KDD,43,top10,imbalanced,DT,ML,10,93105,93105,10346,,,200,0.16997528076171875,0.0021715164184570312,0.25190210342407227,0.17214679718017578,2026-09-02T02:57:12.117741+00:00,gpu1.nitsri.ac.in,0.9923089067821458,0.9922975676897567,0.9918936751814497,0.9920339382512373,0.9919638017580656,0.9922918352117291,0.9922975676897567,0.9922946968825794,0.9845894028847981,0.9926657629290476,0.9882063605682333,22950,172,169,21046,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__DT__seed44,NSL-KDD,44,top10,imbalanced,DT,ML,10,93105,93105,10346,,,200,0.1663970947265625,0.002145051956176758,0.2542400360107422,0.16854214668273926,2026-09-02T03:13:50.602672+00:00,gpu1.nitsri.ac.in,0.9928727699212847,0.9928401221666471,0.9930172210426987,0.9920810747112891,0.9925489271398256,0.9928788464560137,0.9928401221666471,0.9928592811386487,0.9857189678620126,0.9930880768261102,0.9892463173263496,22974,148,168,21047,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__DT__seed45,NSL-KDD,45,top10,imbalanced,DT,ML,10,93105,93105,10346,,,200,0.20244979858398438,0.0022749900817871094,0.25415778160095215,0.20472478866577148,2026-09-02T03:30:20.439655+00:00,gpu1.nitsri.ac.in,0.9920833615264902,0.9921027052540354,0.9909176470588236,0.9925524393118077,0.9917343694807489,0.9920369843991653,0.9921027052540354,0.9920692233042906,0.9841396874587812,0.9924466167154467,0.9875040201891734,22929,193,158,21057,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__DT__seed46,NSL-KDD,46,top10,imbalanced,DT,ML,10,93105,93105,10346,,,200,0.16522955894470215,0.002159595489501953,0.25084567070007324,0.1673891544342041,2026-09-02T03:47:34.577222+00:00,gpu1.nitsri.ac.in,0.9928727699212847,0.9928926048496245,0.9917643183208622,0.9933537591326891,0.9925584024114544,0.9928286248568968,0.9928926048496245,0.9928600278666231,0.9857212276301537,0.9931617588883837,0.9886994386991763,22947,175,141,21074,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GNB__seed42,NSL-KDD,42,top10,imbalanced,GNB,ML,10,93105,93105,10346,,,200,0.008872270584106445,0.0012278556823730469,0.25843071937561035,0.010100126266479492,2026-09-02T02:40:01.526841+00:00,gpu1.nitsri.ac.in,0.8632068024449105,0.8602270839021446,0.9114611624117328,0.7909497996700448,0.8469400630914826,0.8702019816764184,0.8602270839021446,0.8616441023728734,0.7303609527188356,0.9369319811422357,0.9359423038972687,21492,1630,4435,16780,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GNB__seed43,NSL-KDD,43,top10,imbalanced,GNB,ML,10,93105,93105,10346,,,200,0.008908748626708984,0.001199483871459961,0.25190210342407227,0.010108232498168945,2026-09-02T02:57:12.654545+00:00,gpu1.nitsri.ac.in,0.8619211944876739,0.8590625246734049,0.9071047094999191,0.7925995757718596,0.8459951700543369,0.8682810369205022,0.8590625246734049,0.8604285976595221,0.7272851405219687,0.9362789428149444,0.9324191925701625,21400,1722,4400,16815,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GNB__seed44,NSL-KDD,44,top10,imbalanced,GNB,ML,10,93105,93105,10346,,,200,0.008896350860595703,0.001194000244140625,0.2542400360107422,0.010090351104736328,2026-09-02T03:13:51.186607+00:00,gpu1.nitsri.ac.in,0.8684168978505538,0.8653000786511446,0.9211895503587272,0.7928352580721187,0.8522065156812079,0.8763283437045573,0.8653000786511446,0.8668146399544251,0.7415464208097285,0.9388095909424934,0.9391969985699004,21683,1439,4395,16820,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GNB__seed45,NSL-KDD,45,top10,imbalanced,GNB,ML,10,93105,93105,10346,,,200,0.00894021987915039,0.0012581348419189453,0.25415778160095215,0.010198354721069336,2026-09-02T03:30:21.095005+00:00,gpu1.nitsri.ac.in,0.8692288607709137,0.8661640853566638,0.9209764622358145,0.7949092623144002,0.8533117441683955,0.876898743682266,0.8661640853566638,0.8676707658743825,0.7429852858637043,0.9359050802735627,0.9319611322756556,21675,1447,4351,16864,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GNB__seed46,NSL-KDD,46,top10,imbalanced,GNB,ML,10,93105,93105,10346,,,200,0.009148120880126953,0.0012946128845214844,0.25084567070007324,0.010442733764648438,2026-09-02T03:47:35.154322+00:00,gpu1.nitsri.ac.in,0.8672215079955793,0.8639304466692297,0.923846919588541,0.787414565166156,0.8501921266254422,0.8760350575851674,0.8639304466692297,0.8654832881339942,0.7398664919301577,0.9380646414107359,0.9381420389125242,21745,1377,4510,16705,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GRU__seed42,NSL-KDD,42,top10,imbalanced,GRU,DL,10,93105,93105,10346,,200.0,200,39.49970459938049,0.3206014633178711,0.25843071937561035,39.820306062698364,2026-09-02T02:40:52.966733+00:00,gpu1.nitsri.ac.in,0.9535151228093917,0.9529984146028191,0.96105334103601,0.9409851520150837,0.9509133779503179,0.953961849809327,0.9529984146028191,0.9533841634327167,0.9069597526986258,0.9911080060773865,0.9914223709248828,22313,809,1252,19963,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GRU__seed43,NSL-KDD,43,top10,imbalanced,GRU,DL,10,93105,93105,10346,,200.0,200,39.72552227973938,0.3222508430480957,0.25190210342407227,40.047773122787476,2026-09-02T02:58:04.093787+00:00,gpu1.nitsri.ac.in,0.9558382389426439,0.955503694418419,0.9594846098783106,0.9477256658024983,0.9535688878349537,0.9560274815707523,0.955503694418419,0.9557324913972636,0.9115310254989791,0.9917135725952756,0.9919756716164899,22273,849,1109,20106,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GRU__seed44,NSL-KDD,44,top10,imbalanced,GRU,DL,10,93105,93105,10346,,200.0,200,39.865766525268555,0.3168160915374756,0.2542400360107422,40.18258261680603,2026-09-02T03:14:42.948260+00:00,gpu1.nitsri.ac.in,0.9554773665335949,0.9552743317715704,0.9561424304205586,0.9505538534056093,0.9533399517798894,0.9555081936151661,0.9552743317715704,0.9553837440058868,0.9107824953623556,0.9912198038041173,0.9916596546770275,22197,925,1049,20166,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GRU__seed45,NSL-KDD,45,top10,imbalanced,GRU,DL,10,93105,93105,10346,,200.0,200,40.00256562232971,0.3219172954559326,0.25415778160095215,40.324482917785645,2026-09-02T03:31:12.150733+00:00,gpu1.nitsri.ac.in,0.9483501364548796,0.9473758087703865,0.9658805573334647,0.9247230732971954,0.9448538265183258,0.9497054497314122,0.9473758087703865,0.9481416837690466,0.8970782335605761,0.9893441765402927,0.9898082507990873,22429,693,1597,19618,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__GRU__seed46,NSL-KDD,46,top10,imbalanced,GRU,DL,10,93105,93105,10346,,200.0,200,39.66427707672119,0.3261561393737793,0.25084567070007324,39.99043321609497,2026-09-02T03:48:26.506980+00:00,gpu1.nitsri.ac.in,0.9564021020817827,0.9562386853995599,0.9562707051585424,0.9524393118076833,0.954351163065297,0.9563962221444886,0.9562386853995599,0.9563139182116185,0.9126348939472498,0.9913050284075555,0.9916885016456406,22198,924,1009,20206,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__KNN__seed42,NSL-KDD,42,top10,imbalanced,KNN,ML,10,93105,93105,10346,,,200,0.08820605278015137,1.4927759170532227,0.25843071937561035,1.580981969833374,2026-09-02T02:40:04.648079+00:00,gpu1.nitsri.ac.in,0.9735886505627354,0.9736456366065149,0.9699868692552992,0.9749705397124676,0.9724723195185594,0.9734564772557294,0.9736456366065149,0.9735451442612847,0.9471020949723803,0.9875312677593728,0.9803360994616328,22482,640,531,20684,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__KNN__seed43,NSL-KDD,43,top10,imbalanced,KNN,ML,10,93105,93105,10346,,,200,0.08699798583984375,1.3424527645111084,0.25190210342407227,1.4294507503509521,2026-09-02T02:57:15.585648+00:00,gpu1.nitsri.ac.in,0.9724834788100233,0.9725821520796869,0.9678506247367682,0.9748762667923639,0.9713507420627465,0.9723222124032151,0.9725821520796869,0.9724403959825557,0.9449043287286822,0.9877798686543621,0.9802807958207359,22435,687,533,20682,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__KNN__seed44,NSL-KDD,44,top10,imbalanced,KNN,ML,10,93105,93105,10346,,,200,0.08844184875488281,1.3384644985198975,0.2542400360107422,1.4269063472747803,2026-09-02T03:13:54.105039+00:00,gpu1.nitsri.ac.in,0.9741299591763087,0.9741549038380132,0.9713010803193988,0.9747348574122083,0.9730149394188919,0.9740221286527788,0.9741549038380132,0.9740857148522908,0.9481770231944003,0.9880338412547505,0.9809752458022291,22511,611,536,20679,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__KNN__seed45,NSL-KDD,45,top10,imbalanced,KNN,ML,10,93105,93105,10346,,,200,0.08823204040527344,0.7648932933807373,0.25415778160095215,0.8531253337860107,2026-09-02T03:30:22.763113+00:00,gpu1.nitsri.ac.in,0.9690100818729278,0.969201451449069,0.9620418238554329,0.9736507188310158,0.9678114604319917,0.9687975234907358,0.969201451449069,0.9689670505604335,0.9379988879685994,0.9876479713718884,0.9797560679632215,22307,815,559,20656,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__KNN__seed46,NSL-KDD,46,top10,imbalanced,KNN,ML,10,93105,93105,10346,,,200,0.08928871154785156,1.3616540431976318,0.25084567070007324,1.4509427547454834,2026-09-02T03:47:37.992591+00:00,gpu1.nitsri.ac.in,0.9731601145769899,0.9733125246173435,0.9673715165943145,0.9768559981145416,0.9720906233875886,0.9729717843074566,0.9733125246173435,0.973120644042391,0.9462842475775065,0.9881378036305513,0.9806821117805867,22423,699,491,20724,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__LSTM__seed42,NSL-KDD,42,top10,imbalanced,LSTM,DL,10,93105,93105,10346,,200.0,200,36.386504888534546,0.29390883445739746,0.25843071937561035,36.68041372299194,2026-09-02T02:41:30.204617+00:00,gpu1.nitsri.ac.in,0.9530865868236461,0.9528188630564336,0.954966950401826,0.9465943907612538,0.9507622384243917,0.9531785155304136,0.9528188630564336,0.9529818084217586,0.9059973072014822,0.9903657923439764,0.990746928360756,22175,947,1133,20082,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__LSTM__seed43,NSL-KDD,43,top10,imbalanced,LSTM,DL,10,93105,93105,10346,,200.0,200,36.31472444534302,0.29003071784973145,0.25190210342407227,36.60475516319275,2026-09-02T02:58:41.266377+00:00,gpu1.nitsri.ac.in,0.9553194848546361,0.9548469407465014,0.9620447775535698,0.9438604760782465,0.9528658783221109,0.9557067402625647,0.9548469407465014,0.9551980801193576,0.9105532750717844,0.9916471071694777,0.9919055975096146,22332,790,1191,20024,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__LSTM__seed44,NSL-KDD,44,top10,imbalanced,LSTM,DL,10,93105,93105,10346,,200.0,200,36.5698561668396,0.2923448085784912,0.2542400360107422,36.86220097541809,2026-09-02T03:15:20.377240+00:00,gpu1.nitsri.ac.in,0.9545751855109728,0.9542577380537502,0.9577115613825984,0.946877209521565,0.9522635695662479,0.9547354142843134,0.9542577380537502,0.9544684167425078,0.908993026828539,0.9912790709408209,0.9915719901726131,22235,887,1127,20088,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__LSTM__seed45,NSL-KDD,45,top10,imbalanced,LSTM,DL,10,93105,93105,10346,,200.0,200,36.70401382446289,0.2942924499511719,0.25415778160095215,36.99830627441406,2026-09-02T03:31:49.725360+00:00,gpu1.nitsri.ac.in,0.9445158671087354,0.9435363767302778,0.9616501747649289,0.92076361065284,0.9407628587940666,0.9458392398966169,0.9435363767302778,0.9442922595841117,0.8893726352163678,0.9890501923794234,0.9894039191331798,22343,779,1681,19534,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__LSTM__seed46,NSL-KDD,46,top10,imbalanced,LSTM,DL,10,93105,93105,10346,,200.0,200,36.21137523651123,0.29364919662475586,0.25084567070007324,36.505024433135986,2026-09-02T03:49:03.583048+00:00,gpu1.nitsri.ac.in,0.9544849674087106,0.9543034189549198,0.9545820506748757,0.9500824888050907,0.9523269548783369,0.9544893717330971,0.9543034189549198,0.954391511273106,0.9087927716636383,0.990848581246983,0.9911597013965315,22163,959,1059,20156,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__MLP__seed42,NSL-KDD,42,top10,imbalanced,MLP,DL,10,93105,93105,10346,,200.0,200,15.920302391052246,0.08109903335571289,0.25843071937561035,16.00140142440796,2026-09-02T02:41:46.772923+00:00,gpu1.nitsri.ac.in,0.9565599837607416,0.9563550679329105,0.9573670982121686,0.9515908555267499,0.9544702378138149,0.9565975276007079,0.9563550679329105,0.9564682768470437,0.9129525633377017,0.9915227792009117,0.991801468027075,22223,899,1027,20188,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__MLP__seed43,NSL-KDD,43,top10,imbalanced,MLP,DL,10,93105,93105,10346,,200.0,200,15.79880142211914,0.07878875732421875,0.25190210342407227,15.87759017944336,2026-09-02T02:58:57.712058+00:00,gpu1.nitsri.ac.in,0.954259422153055,0.9539219514241675,0.9578143641135767,0.9460758897006835,0.9519089400047427,0.9544439197182373,0.9539219514241675,0.9541498940519155,0.9083657211747921,0.991180611759982,0.9913174608564265,22238,884,1144,20071,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__MLP__seed44,NSL-KDD,44,top10,imbalanced,MLP,DL,10,93105,93105,10346,,200.0,200,16.46667790412903,0.08223795890808105,0.2542400360107422,16.54891586303711,2026-09-02T03:15:37.534858+00:00,gpu1.nitsri.ac.in,0.9580260279225027,0.9575040736791675,0.9661817130744773,0.9453688427999057,0.9556619731732304,0.9585139024679397,0.9575040736791675,0.9579063597049639,0.9160174195234825,0.99177178373828,0.9920830827045389,22420,702,1159,20056,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__MLP__seed45,NSL-KDD,45,top10,imbalanced,MLP,DL,10,93105,93105,10346,,200.0,200,15.924269437789917,0.08043074607849121,0.25415778160095215,16.004700183868408,2026-09-02T03:32:06.299807+00:00,gpu1.nitsri.ac.in,0.9474479554322575,0.9464583490093016,0.9652165344632212,0.9234503888757954,0.9438716515706301,0.9488312289620598,0.9464583490093016,0.9472337351191007,0.8952864334194214,0.989182531018337,0.9896080733233429,22416,706,1624,19591,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__MLP__seed46,NSL-KDD,46,top10,imbalanced,MLP,DL,10,93105,93105,10346,,200.0,200,15.94856572151184,0.08095812797546387,0.25084567070007324,16.029523849487305,2026-09-02T03:49:20.178216+00:00,gpu1.nitsri.ac.in,0.9550713850734149,0.9546926555821713,0.9596384677920712,0.9458873438604761,0.9527132887053127,0.9553165445764762,0.9546926555821713,0.9549593770157139,0.9100089862940387,0.9912318162420921,0.9914204464452776,22278,844,1148,20067,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__RF__seed42,NSL-KDD,42,top10,imbalanced,RF,ML,10,93105,93105,10346,,,200,0.3641011714935303,0.03476881980895996,0.25843071937561035,0.39886999130249023,2026-09-02T02:40:01.460796+00:00,gpu1.nitsri.ac.in,0.9940004961995624,0.9939252311204279,0.9952716440493641,0.9921753476313929,0.9937210839391937,0.9940563843845234,0.9939252311204279,0.9939885920667682,0.9879816067997391,0.9995413745975987,0.99930214611431,23022,100,166,21049,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__RF__seed43,NSL-KDD,43,top10,imbalanced,RF,ML,10,93105,93105,10346,,,200,0.35321879386901855,0.0345766544342041,0.25190210342407227,0.38779544830322266,2026-09-02T02:57:12.589210+00:00,gpu1.nitsri.ac.in,0.9943613686086114,0.994296491391623,0.9954156623658963,0.992788121612067,0.9941001557558881,0.9944072875639991,0.994296491391623,0.9943502938606654,0.9887037727475989,0.9994270734726779,0.999229530559689,23025,97,153,21062,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__RF__seed44,NSL-KDD,44,top10,imbalanced,RF,ML,10,93105,93105,10346,,,200,0.3894846439361572,0.03458452224731445,0.2542400360107422,0.4240691661834717,2026-09-02T03:13:51.120721+00:00,gpu1.nitsri.ac.in,0.9940907143018246,0.9939767403729203,0.9963048936472595,0.9913268913504596,0.9938096588224176,0.9941917097821281,0.9939767403729203,0.9940785079441106,0.9881684267724725,0.9995476361509699,0.9993700975089242,23044,78,184,21031,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__RF__seed45,NSL-KDD,45,top10,imbalanced,RF,ML,10,93105,93105,10346,,,200,0.4507467746734619,0.05485081672668457,0.25415778160095215,0.5055975914001465,2026-09-02T03:30:21.029007+00:00,gpu1.nitsri.ac.in,0.9941358233529558,0.9940841347282425,0.994851934066972,0.9928823945321706,0.9938661885439275,0.994166599048682,0.9940841347282425,0.9941244696338443,0.9882507303363179,0.9995522066874042,0.9994368062156028,23013,109,151,21064,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__RF__seed46,NSL-KDD,46,top10,imbalanced,RF,ML,10,93105,93105,10346,,,200,0.369060754776001,0.034651994705200195,0.25084567070007324,0.40371274948120117,2026-09-02T03:47:35.064965+00:00,gpu1.nitsri.ac.in,0.9944515867108735,0.9944238089639716,0.9946218804547813,0.9937779872731558,0.9941997547863812,0.9944587362515911,0.9944238089639716,0.9944411077766586,0.9888825445987478,0.9995217744983351,0.9992930886347918,23008,114,132,21083,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__SVM__seed42,NSL-KDD,42,top10,imbalanced,SVM,ML,10,93105,93105,10346,100000.0,,200,3.1525986194610596,2.3793370723724365,0.25843071937561035,5.531935691833496,2026-09-02T02:40:12.624385+00:00,gpu1.nitsri.ac.in,0.9280961724970115,0.9274905606292971,0.9348256066380434,0.9134103228847513,0.9239938966240702,0.9285065003708686,0.9274905606292971,0.9278860987507254,0.855996458116132,0.9805662625547305,0.9782729594921787,21771,1351,1837,19378,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SVM__seed43,NSL-KDD,43,top10,imbalanced,SVM,ML,10,93105,93105,10346,100000.0,,200,3.124811887741089,2.3790905475616455,0.25190210342407227,5.503902435302734,2026-09-02T02:57:23.513762+00:00,gpu1.nitsri.ac.in,0.9302388524257392,0.9295623754174616,0.9387468526050746,0.913834551025218,0.9261231996560537,0.930783601518919,0.9295623754174616,0.9300216699030157,0.860345110195568,0.9818949564334306,0.9816331072399377,21857,1265,1828,19387,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SVM__seed44,NSL-KDD,44,top10,imbalanced,SVM,ML,10,93105,93105,10346,100000.0,,200,3.209735870361328,2.409583806991577,0.2542400360107422,5.619319677352905,2026-09-02T03:14:02.199692+00:00,gpu1.nitsri.ac.in,0.9296524347610348,0.9290137469382044,0.9372704426831626,0.914164506245581,0.9255732932445654,0.9301281373914861,0.9290137469382044,0.9294404837296447,0.8591411615930695,0.9814672025379403,0.9810234825932042,21824,1298,1821,19394,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SVM__seed45,NSL-KDD,45,top10,imbalanced,SVM,ML,10,93105,93105,10346,100000.0,,200,3.377340793609619,2.5761210918426514,0.25415778160095215,5.9534618854522705,2026-09-02T03:30:31.295033+00:00,gpu1.nitsri.ac.in,0.9268331190653405,0.9257586534963187,0.9437503086572177,0.9007777515908555,0.9217634574570712,0.928181198832096,0.9257586534963187,0.9265246010013591,0.8539364160572911,0.9762703028294331,0.9790774603922692,21983,1139,2105,19110,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SVM__seed46,NSL-KDD,46,top10,imbalanced,SVM,ML,10,93105,93105,10346,100000.0,,200,3.1444602012634277,2.3950388431549072,0.25084567070007324,5.539499044418335,2026-09-02T03:47:45.989860+00:00,gpu1.nitsri.ac.in,0.9296524347610348,0.9291187123041593,0.935,0.9167098750883809,0.9257646078781387,0.9299633555678294,0.9291187123041593,0.9294589558175923,0.8590816526483203,0.9809823393615963,0.9788364216346604,21770,1352,1767,19448,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__SimpleRNN__seed42,NSL-KDD,42,top10,imbalanced,SimpleRNN,DL,10,93105,93105,10346,,200.0,200,25.560379028320312,0.16873621940612793,0.25843071937561035,25.72911524772644,2026-09-02T02:42:13.076070+00:00,gpu1.nitsri.ac.in,0.958409454857117,0.9580680130477603,0.9624695602349234,0.9501296252651426,0.9562597846197638,0.9586221443989014,0.9580680130477603,0.9583087554967423,0.9166899899628178,0.9922197941615494,0.9925354845307026,22336,786,1058,20157,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SimpleRNN__seed43,NSL-KDD,43,top10,imbalanced,SimpleRNN,DL,10,93105,93105,10346,,200.0,200,25.652647495269775,0.166367769241333,0.25190210342407227,25.81901526451111,2026-09-02T02:59:24.101022+00:00,gpu1.nitsri.ac.in,0.9594920720842637,0.959047671449292,0.9660187185025197,0.9487155314635871,0.9572889417360285,0.9598623930356187,0.959047671449292,0.9593840041555914,0.9189097033117016,0.9930246968181952,0.9932038651223998,22414,708,1088,20127,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__SimpleRNN__seed44,NSL-KDD,44,top10,imbalanced,SimpleRNN,DL,10,93105,93105,10346,,200.0,200,25.925116062164307,0.16741108894348145,0.2542400360107422,26.092527151107788,2026-09-02T03:16:04.248321+00:00,gpu1.nitsri.ac.in,0.960439362158017,0.9600064362612091,0.9668025905492924,0.9499410794249352,0.9582976699952449,0.9607978558058909,0.9600064362612091,0.9603347448101252,0.9208039519595348,0.9926049627667427,0.9929111957239529,22430,692,1062,20153,44337,0.47849425987324357,0.0
NSL-KDD__imbalanced__top10__SimpleRNN__seed45,NSL-KDD,45,top10,imbalanced,SimpleRNN,DL,10,93105,93105,10346,,200.0,200,25.75433588027954,0.16740822792053223,0.25415778160095215,25.921744108200073,2026-09-02T03:32:32.795363+00:00,gpu1.nitsri.ac.in,0.9563795475562171,0.9556261448383425,0.9697412658967988,0.9381098279519208,0.9536633283818103,0.9573028156980424,0.9556261448383425,0.956229141606961,0.9129274208615231,0.9917385270718561,0.9920543765744527,22501,621,1313,19902,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top10__SimpleRNN__seed46,NSL-KDD,46,top10,imbalanced,SimpleRNN,DL,10,93105,93105,10346,,200.0,200,25.742348432540894,0.1670081615447998,0.25084567070007324,25.909356594085693,2026-09-02T03:49:46.667782+00:00,gpu1.nitsri.ac.in,0.958206464127027,0.9578461799621607,0.9626744408334926,0.9494697148244167,0.9560264837798714,0.9584439559909999,0.9578461799621607,0.9581034965369756,0.9162899409624015,0.992213925038269,0.9924932904757539,22341,781,1072,20143,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top20__CNN__seed42,NSL-KDD,42,top20,imbalanced,CNN,DL,20,93105,93105,10346,,148.0,200,42.078035831451416,0.14205145835876465,0.2602803707122803,42.22008728981018,2026-09-02T02:40:00.500227+00:00,gpu1.nitsri.ac.in,0.984347159257505,0.9842306768901263,0.9857041420118343,0.9815225076596747,0.9836088804912613,0.9844081626826361,0.9842306768901263,0.9843153393693842,0.9686388233122092,0.9990691099561185,0.9990106294375946,22820,302,392,20823,44337,0.47849425987324357,1.1102230246251565e-16
NSL-KDD__imbalanced__top20__CNN__seed43,NSL-KDD,43,top20,imbalanced,CNN,DL,20,93105,93105,10346,,127.0,200,36.2438588142395,0.1447157859802246,0.2559962272644043,36.38857460021973,2026-09-02T02:57:11.637804+00:00,gpu1.nitsri.ac.in,0.988903173421747,0.9888281798972111,0.9896970556264474,0.9870846099457931,0.9883891065275877,0.988937750351838,0.9888281798972111,0.9888813783177896,0.977765924109704,0.9994298174254168,0.999394161254935,22904,218,274,20941,44337,0.47849425987324357,0.0
