tag,dataset,seed,features,balance,model,family,n_features,n_train,n_train_used,n_val,svm_cap,epochs_run,max_epochs,train_seconds,predict_seconds,load_seconds,total_seconds,finished_utc,host,accuracy,balanced_accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_test,pos_rate,f1_consistency_error
CIC-IDS2017__imbalanced__top10__CNN__seed42,CIC-IDS2017,42,top10,imbalanced,CNN,DL,10,1587663,1587663,176407,,68.0,200,206.07674026489258,0.6679685115814209,2.872138738632202,206.744708776474,2026-09-01T04:17:43.180471+00:00,gpu1.nitsri.ac.in,0.9924328499757286,0.987201641044912,0.9759771478521478,0.9793019194474247,0.977636706916164,0.9858839494856747,0.987201641044912,0.9865413222196493,0.9730846983624887,0.9993312619285732,0.9973110836193462,625260,3078,2643,125050,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__CNN__seed43,CIC-IDS2017,43,top10,imbalanced,CNN,DL,10,1587663,1587663,176407,,77.0,200,239.48705911636353,0.6370422840118408,2.890982151031494,240.12410140037537,2026-09-01T08:34:44.166892+00:00,gpu1.nitsri.ac.in,0.9902755310298123,0.980833949235079,0.975622287742374,0.9665760848284557,0.9710781189762472,0.984421270284561,0.980833949235079,0.9826166356889727,0.9652485534501446,0.9992151299620654,0.9966894331856277,625254,3084,4268,123425,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__CNN__seed44,CIC-IDS2017,44,top10,imbalanced,CNN,DL,10,1587663,1587663,176407,,100.0,200,298.99611139297485,0.6391093730926514,2.84769606590271,299.6352207660675,2026-09-01T11:35:37.469894+00:00,gpu1.nitsri.ac.in,0.994239654194074,0.9888626956350788,0.985086132305514,0.980742875490434,0.9829097059527594,0.9905880684663166,0.9888626956350788,0.9897228831599805,0.9794492444161671,0.999630938510167,0.9984207475846743,626442,1896,2459,125234,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__CNN__seed45,CIC-IDS2017,45,top10,imbalanced,CNN,DL,10,1587663,1587663,176407,,67.0,200,198.94425678253174,0.6360890865325928,2.8497066497802734,199.58034586906433,2026-09-01T14:42:01.060889+00:00,gpu1.nitsri.ac.in,0.9930571629999299,0.9871841287605758,0.9805343631283162,0.9783151778092769,0.979423513408625,0.9880647626416492,0.9871841287605758,0.9876237908500525,0.9752484938031108,0.9994919241039774,0.9976647835995333,625858,2480,2769,124924,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__CNN__seed46,CIC-IDS2017,46,top10,imbalanced,CNN,DL,10,1587663,1587663,176407,,114.0,200,356.72294449806213,0.6350300312042236,2.9314815998077393,357.35797452926636,2026-09-01T18:02:12.741293+00:00,gpu1.nitsri.ac.in,0.9939208841965474,0.9904242988171591,0.9789952916455893,0.9851440564478867,0.9820600496510375,0.9879861787515828,0.9904242988171591,0.9892002234282449,0.9784074397646614,0.9996073240960929,0.9982582242354157,625639,2699,1897,125796,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__DT__seed42,CIC-IDS2017,42,top10,imbalanced,DT,ML,10,1587663,1587663,176407,,,200,8.974684238433838,0.03795957565307617,2.872138738632202,9.012643814086914,2026-09-01T03:54:29.157481+00:00,gpu1.nitsri.ac.in,0.9980146316751561,0.9961006333509723,0.9950258904754433,0.9932102777756024,0.9941172551371138,0.9968232856765902,0.9961006333509723,0.9964615278580766,0.9929236560535103,0.9973936470177527,0.9920356758623713,627704,634,867,126826,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__DT__seed43,CIC-IDS2017,43,top10,imbalanced,DT,ML,10,1587663,1587663,176407,,,200,7.331695079803467,0.03444314002990723,2.890982151031494,7.366138219833374,2026-09-01T08:05:53.428190+00:00,gpu1.nitsri.ac.in,0.996731615502539,0.9939528837034843,0.9908818640825414,0.9897566820420853,0.9903189534596715,0.9944003311021841,0.9939528837034843,0.9941764409594277,0.9883531135214404,0.9956180517991688,0.9860855452183437,627175,1163,1308,126385,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__DT__seed44,CIC-IDS2017,44,top10,imbalanced,DT,ML,10,1587663,1587663,176407,,,200,8.405609846115112,0.03165483474731445,2.84769606590271,8.437264680862427,2026-09-01T11:11:23.226927+00:00,gpu1.nitsri.ac.in,0.9980609260731372,0.9962907189538883,0.9948952787209184,0.9936175044834095,0.9942559810674628,0.9967992722908239,0.9962907189538883,0.9965447818516397,0.9930898610316822,0.9969227171753999,0.9908797796380222,627687,651,815,126878,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__DT__seed45,CIC-IDS2017,45,top10,imbalanced,DT,ML,10,1587663,1587663,176407,,,200,7.89633846282959,0.03176617622375488,2.8497066497802734,7.928104639053345,2026-09-01T14:20:23.486485+00:00,gpu1.nitsri.ac.in,0.9972302723036489,0.9932701156959978,0.996277886218696,0.9872898279467159,0.9917634934745156,0.9968498042826788,0.9932701156959978,0.9950493594792225,0.9901134489381522,0.9981622127512602,0.9938602842930699,627867,471,1623,126070,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__DT__seed46,CIC-IDS2017,46,top10,imbalanced,DT,ML,10,1587663,1587663,176407,,,200,8.43319320678711,0.03314971923828125,2.9314815998077393,8.46634292602539,2026-09-01T17:31:47.589771+00:00,gpu1.nitsri.ac.in,0.9975715281516234,0.9953130352238693,0.9937078792728756,0.9919024535409146,0.9928043456108859,0.9960314377671153,0.9953130352238693,0.9956718090874939,0.9913442126867735,0.9961022264962689,0.9887288127863016,627536,802,1034,126659,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GNB__seed42,CIC-IDS2017,42,top10,imbalanced,GNB,ML,10,1587663,1587663,176407,,,200,0.15825462341308594,0.020382404327392578,2.872138738632202,0.17863702774047852,2026-09-01T03:54:48.129991+00:00,gpu1.nitsri.ac.in,0.3147278352342695,0.5787875111163556,0.19502660746258862,0.9775477120907176,0.32517821811839703,0.5851539469179133,0.5787875111163556,0.31456345353061754,0.1638177956071519,0.7945027821443982,0.5382016281176281,113118,515220,2867,124826,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__imbalanced__top10__GNB__seed43,CIC-IDS2017,43,top10,imbalanced,GNB,ML,10,1587663,1587663,176407,,,200,0.14181828498840332,0.020244359970092773,2.890982151031494,0.1620626449584961,2026-09-01T08:06:12.738942+00:00,gpu1.nitsri.ac.in,0.35514549006588353,0.6019145670320512,0.20443482874917657,0.974563993327747,0.3379728959017952,0.591192594953527,0.6019145670320512,0.35471130555272934,0.1928092718851241,0.7504733065484166,0.5938194754529014,144056,484282,3248,124445,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GNB__seed44,CIC-IDS2017,44,top10,imbalanced,GNB,ML,10,1587663,1587663,176407,,,200,0.14948773384094238,0.024875640869140625,2.84769606590271,0.174363374710083,2026-09-01T11:11:41.129470+00:00,gpu1.nitsri.ac.in,0.8466663404013857,0.7474682557350667,0.5417695999091348,0.5976678439695207,0.568347600731305,0.7291275746337987,0.7474682557350667,0.7375614534515769,0.47624280040933953,0.8135388564883733,0.6074147962616477,563788,64550,51375,76318,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GNB__seed45,CIC-IDS2017,45,top10,imbalanced,GNB,ML,10,1587663,1587663,176407,,,200,0.14795875549316406,0.021666526794433594,2.8497066497802734,0.16962528228759766,2026-09-01T14:20:42.596035+00:00,gpu1.nitsri.ac.in,0.8477787286500157,0.7472483124954277,0.5452074833102677,0.5954359283594246,0.569215796369081,0.730710959929015,0.7472483124954277,0.738386157210078,0.4776730912105022,0.8145789487330956,0.6005009938521407,564914,63424,51660,76033,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GNB__seed46,CIC-IDS2017,46,top10,imbalanced,GNB,ML,10,1587663,1587663,176407,,,200,0.15167808532714844,0.023127079010009766,2.9314815998077393,0.1748051643371582,2026-09-01T17:32:07.173920+00:00,gpu1.nitsri.ac.in,0.8693095918024526,0.7599831395455936,0.6173896081730184,0.5948877385604536,0.6059298374359874,0.7678333082066244,0.7599831395455936,0.7637975319120032,0.5277580670816536,0.7703679969748858,0.6279497691794221,581262,47076,51730,75963,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__GRU__seed42,CIC-IDS2017,42,top10,imbalanced,GRU,DL,10,1587663,1587663,176407,,121.0,200,312.4942469596863,0.783195972442627,2.872138738632202,313.2774429321289,2026-09-01T04:03:20.547277+00:00,gpu1.nitsri.ac.in,0.9900308320690554,0.9772018168217147,0.9827093041941186,0.9578285418934476,0.9701094176948123,0.9870914734520614,0.9772018168217147,0.9820636198084358,0.9642425754750505,0.9988752094646528,0.9958424278744277,626186,2152,5385,122308,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GRU__seed43,CIC-IDS2017,43,top10,imbalanced,GRU,DL,10,1587663,1587663,176407,,200.0,200,509.32413697242737,0.7912330627441406,2.890982151031494,510.1153700351715,2026-09-01T08:17:59.809775+00:00,gpu1.nitsri.ac.in,0.9934843941584406,0.9856316190387227,0.9874762748072204,0.9737730337606604,0.9805767820388465,0.9910806648988095,0.9856316190387227,0.9883312183750231,0.9766970837950142,0.9993894544816592,0.9973868672939711,626761,1577,3349,124344,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__GRU__seed44,CIC-IDS2017,44,top10,imbalanced,GRU,DL,10,1587663,1587663,176407,,131.0,200,328.0803384780884,0.7009999752044678,2.84769606590271,328.78133845329285,2026-09-01T11:20:15.428203+00:00,gpu1.nitsri.ac.in,0.9924249137932175,0.9834061985383589,0.9851317380512951,0.9697869107938571,0.9773991010154027,0.989505552713638,0.9834061985383589,0.9864245210121645,0.9728926321043202,0.9991885790755426,0.9967810784471133,626469,1869,3858,123835,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__GRU__seed45,CIC-IDS2017,45,top10,imbalanced,GRU,DL,10,1587663,1587663,176407,,78.0,200,195.70010352134705,0.7110216617584229,2.8497066497802734,196.41112518310547,2026-09-01T14:27:03.900484+00:00,gpu1.nitsri.ac.in,0.9897186755569547,0.9820682438162784,0.968671835917959,0.9705152200982042,0.9695926518509246,0.9813387598857581,0.9820682438162784,0.9817030451854627,0.9634067275223539,0.9987583643062283,0.9948963915063459,624330,4008,3765,123928,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__GRU__seed46,CIC-IDS2017,46,top10,imbalanced,GRU,DL,10,1587663,1587663,176407,,167.0,200,426.2658565044403,0.7941949367523193,2.9314815998077393,427.0600514411926,2026-09-01T17:42:14.841429+00:00,gpu1.nitsri.ac.in,0.9941047390913864,0.9881450712910749,0.9858544124140541,0.9791452937905758,0.9824883995960977,0.9908110504744939,0.9881450712910749,0.9894720962152745,0.9789524916446543,0.9993134514054434,0.9971767730838571,626544,1794,2663,125030,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__KNN__seed42,CIC-IDS2017,42,top10,imbalanced,KNN,ML,10,1587663,1587663,176407,,,200,3.6867847442626953,23.049785137176514,2.872138738632202,26.73656988143921,2026-09-01T03:55:38.680001+00:00,gpu1.nitsri.ac.in,0.9976575034621596,0.9959013802921037,0.9928839830906528,0.9932494341898146,0.993066675018498,0.9957560036830142,0.9959013802921037,0.9958286744782351,0.9916573733190391,0.9978720409686047,0.9939667297456779,627429,909,862,126831,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__KNN__seed43,CIC-IDS2017,43,top10,imbalanced,KNN,ML,10,1587663,1587663,176407,,,200,3.3298630714416504,17.695897817611694,2.890982151031494,21.025760889053345,2026-09-01T08:06:51.806123+00:00,gpu1.nitsri.ac.in,0.9968876937585892,0.9939656650348975,0.992000188415582,0.9895530686881818,0.9907751175162994,0.9949390955328463,0.9939656650348975,0.9944515934250646,0.9889042814684403,0.9964955638249968,0.9915920227833377,627319,1019,1334,126359,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__KNN__seed44,CIC-IDS2017,44,top10,imbalanced,KNN,ML,10,1587663,1587663,176407,,,200,3.025597333908081,15.166037797927856,2.84769606590271,18.191635131835938,2026-09-01T11:12:13.679313+00:00,gpu1.nitsri.ac.in,0.9979656918830048,0.996523574846477,0.9936143739190998,0.9943458137877565,0.9939799592923125,0.9962325694542494,0.996523574846477,0.9963780020752536,0.9927561016496985,0.9982995705792334,0.9949788932096795,627522,816,722,126971,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__KNN__seed45,CIC-IDS2017,45,top10,imbalanced,KNN,ML,10,1587663,1587663,176407,,,200,2.974196434020996,19.662939310073853,2.8497066497802734,22.63713574409485,2026-09-01T14:21:24.562154+00:00,gpu1.nitsri.ac.in,0.997100647989302,0.993195252081668,0.9954990879730893,0.9872976592295584,0.9913814118442678,0.9964609947563376,0.993195252081668,0.9948192933432616,0.9896508585507672,0.9988416268217825,0.995851877210401,627768,570,1622,126071,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__KNN__seed46,CIC-IDS2017,46,top10,imbalanced,KNN,ML,10,1587663,1587663,176407,,,200,3.322948932647705,7.406530857086182,2.9314815998077393,10.729479789733887,2026-09-01T17:32:25.480379+00:00,gpu1.nitsri.ac.in,0.9977977093531879,0.9958266153387416,0.994103440705078,0.9928500387648501,0.9934763444019983,0.9963253866590884,0.9958266153387416,0.9960757951385797,0.9921518766275009,0.997778171115308,0.9940012522207545,627586,752,913,126780,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__LSTM__seed42,CIC-IDS2017,42,top10,imbalanced,LSTM,DL,10,1587663,1587663,176407,,108.0,200,248.69586992263794,0.8065333366394043,2.872138738632202,249.50240325927734,2026-09-01T04:07:31.281757+00:00,gpu1.nitsri.ac.in,0.9906630812757677,0.9803776080108473,0.9795665240828788,0.9648453713202759,0.9721502207387944,0.9862220163908556,0.9803776080108473,0.9832707928566151,0.9665819555444851,0.998954059026937,0.9960377836652325,625768,2570,4489,123204,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__LSTM__seed43,CIC-IDS2017,43,top10,imbalanced,LSTM,DL,10,1587663,1587663,176407,,163.0,200,371.3868806362152,0.8153836727142334,2.890982151031494,372.20226430892944,2026-09-01T08:24:13.265446+00:00,gpu1.nitsri.ac.in,0.9922741263255078,0.9826727854109315,0.9858300240817823,0.968173666528314,0.9769220739710548,0.9896928118426751,0.9826727854109315,0.9861412706381447,0.9723402562638558,0.9993696549541728,0.9972475309907569,626561,1777,4064,123629,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__LSTM__seed44,CIC-IDS2017,44,top10,imbalanced,LSTM,DL,10,1587663,1587663,176407,,98.0,200,223.98342275619507,0.8102893829345703,2.84769606590271,224.79371213912964,2026-09-01T11:24:01.497511+00:00,gpu1.nitsri.ac.in,0.9919580017221516,0.9833686502941774,0.9817768375682379,0.9703977508555677,0.9760541302686822,0.9878875518670096,0.9833686502941774,0.9856108305815512,0.9712456897022234,0.998891341573536,0.9958187172606277,626038,2300,3780,123913,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__LSTM__seed45,CIC-IDS2017,45,top10,imbalanced,LSTM,DL,10,1587663,1587663,176407,,134.0,200,305.91040563583374,0.8295698165893555,2.8497066497802734,306.7399754524231,2026-09-01T14:32:11.893976+00:00,gpu1.nitsri.ac.in,0.9901234208650175,0.9796473561099397,0.9773828242880513,0.9638273045507585,0.9705577351497349,0.9850261732726557,0.9796473561099397,0.9823121156973549,0.9646585336881665,0.9990280757784462,0.9959890635500128,625490,2848,4619,123074,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__LSTM__seed46,CIC-IDS2017,46,top10,imbalanced,LSTM,DL,10,1587663,1587663,176407,,193.0,200,440.5692343711853,0.8007986545562744,2.9314815998077393,441.3700330257416,2026-09-01T17:49:37.483179+00:00,gpu1.nitsri.ac.in,0.992329679603085,0.9843035912912946,0.9822214134253252,0.9721832833436446,0.9771765696765992,0.9882900607275568,0.9843035912912946,0.9862834010602457,0.9725854821087966,0.9992814339834256,0.9969741582628391,626091,2247,3552,124141,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__MLP__seed42,CIC-IDS2017,42,top10,imbalanced,MLP,DL,10,1587663,1587663,176407,,200.0,200,118.71046352386475,0.29042840003967285,2.872138738632202,119.00089192390442,2026-09-01T04:09:31.514635+00:00,gpu1.nitsri.ac.in,0.9824464869826767,0.9583592432195753,0.9726619299405155,0.9219847603235886,0.9466455999002947,0.9784867593043507,0.9583592432195753,0.96807040726384,0.9366297643900267,0.9971532895140308,0.9888548876751883,625029,3309,9962,117731,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__MLP__seed43,CIC-IDS2017,43,top10,imbalanced,MLP,DL,10,1587663,1587663,176407,,188.0,200,108.46242713928223,0.29591846466064453,2.890982151031494,108.75834560394287,2026-09-01T08:26:03.305917+00:00,gpu1.nitsri.ac.in,0.9881235028722367,0.9702295080629828,0.9858637286359767,0.9432075368266075,0.9640640195948947,0.9872113852870306,0.9702295080629828,0.9784751278111393,0.9572902799594378,0.9984338185676462,0.9945459233072983,626611,1727,7252,120441,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__MLP__seed44,CIC-IDS2017,44,top10,imbalanced,MLP,DL,10,1587663,1587663,176407,,200.0,200,116.8807110786438,0.2987935543060303,2.84769606590271,117.17950463294983,2026-09-01T11:25:59.914606+00:00,gpu1.nitsri.ac.in,0.9896036009105447,0.9767607159625269,0.9806200617655316,0.9573664962057434,0.9688537712297609,0.9859987439271807,0.9767607159625269,0.9813071050950123,0.9627151377465951,0.9986295095306134,0.9953304619109449,625922,2416,5444,122249,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__MLP__seed45,CIC-IDS2017,45,top10,imbalanced,MLP,DL,10,1587663,1587663,176407,,200.0,200,114.97847652435303,0.29512572288513184,2.8497066497802734,115.27360224723816,2026-09-01T14:34:08.408504+00:00,gpu1.nitsri.ac.in,0.9892980578838698,0.9823518166122645,0.9650227841801583,0.9718622007471044,0.9684304169869407,0.9796481381649589,0.9823518166122645,0.9809936816386536,0.9619961554570962,0.9983458184685938,0.9941613542178044,623840,4498,3593,124100,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__MLP__seed46,CIC-IDS2017,46,top10,imbalanced,MLP,DL,10,1587663,1587663,176407,,200.0,200,117.6846342086792,0.2954676151275635,2.9314815998077393,117.98010182380676,2026-09-01T17:51:36.721315+00:00,gpu1.nitsri.ac.in,0.9859767655030018,0.9695214254036086,0.9715137115934442,0.9446719867181443,0.9579048511462809,0.9801662717171863,0.9695214254036086,0.9747459637621956,0.9496280373438639,0.9966628009699299,0.9890634549557935,624801,3537,7065,120628,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__RF__seed42,CIC-IDS2017,42,top10,imbalanced,RF,ML,10,1587663,1587663,176407,,,200,16.935123682022095,0.27106761932373047,2.872138738632202,17.206191301345825,2026-09-01T03:54:47.229692+00:00,gpu1.nitsri.ac.in,0.9981773234166323,0.9963389057194583,0.995636717493153,0.9935626855035123,0.9945986202571339,0.997164528990482,0.9963389057194583,0.9967511543664076,0.9935030916543053,0.999410568502019,0.9981280003225084,627782,556,822,126871,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__RF__seed43,CIC-IDS2017,43,top10,imbalanced,RF,ML,10,1587663,1587663,176407,,,200,17.37303400039673,0.25336647033691406,2.890982151031494,17.626400470733643,2026-09-01T08:06:11.858705+00:00,gpu1.nitsri.ac.in,0.9971376835076868,0.9945060482162678,0.9925062186614773,0.9905319790434871,0.9915181161124438,0.995291436258221,0.9945060482162678,0.9948982304842807,0.989797172878186,0.998597350205558,0.9974240632258542,627383,955,1209,126484,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__RF__seed44,CIC-IDS2017,44,top10,imbalanced,RF,ML,10,1587663,1587663,176407,,,200,15.909274101257324,0.29464221000671387,2.84769606590271,16.203916311264038,2026-09-01T11:11:40.249625+00:00,gpu1.nitsri.ac.in,0.9983995365269414,0.9969748942386816,0.9956968514120441,0.9948235220411455,0.9952599951424743,0.9973225286577286,0.9969748942386816,0.9971486116891313,0.9942973621250102,0.9997799698524624,0.9988739259225466,627789,549,661,127032,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__RF__seed45,CIC-IDS2017,45,top10,imbalanced,RF,ML,10,1587663,1587663,176407,,,200,17.07733964920044,0.3380260467529297,2.8497066497802734,17.41536569595337,2026-09-01T14:20:41.711023+00:00,gpu1.nitsri.ac.in,0.9974881982352576,0.9934627256536828,0.9977209780802405,0.9873838033408252,0.9925254759646229,0.9975812292479465,0.9934627256536828,0.9955079679069776,0.9910353971857949,0.9998345837020496,0.9992059453083723,628050,288,1611,126082,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__RF__seed46,CIC-IDS2017,46,top10,imbalanced,RF,ML,10,1587663,1587663,176407,,,200,17.601500988006592,0.28601956367492676,2.9314815998077393,17.88752055168152,2026-09-01T17:32:06.275316+00:00,gpu1.nitsri.ac.in,0.9980635714673075,0.9961425556685741,0.9952837221712142,0.9932416029069722,0.9942616139602704,0.996955415014974,0.9961425556685741,0.9965484393534105,0.9930976380172619,0.9997043187326716,0.9986029231293997,627737,601,863,126830,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SVM__seed42,CIC-IDS2017,42,top10,imbalanced,SVM,ML,10,1587663,100000,176407,100000.0,,200,8.125989198684692,69.03703737258911,2.872138738632202,77.1630265712738,2026-09-01T03:58:06.081280+00:00,gpu1.nitsri.ac.in,0.9121292645407397,0.8897580143315728,0.6946690054911532,0.8559748772446415,0.7669320123352407,0.8319750578269463,0.8897580143315728,0.85639524558817,0.7194162615516545,0.9551197830583161,0.8568746990126561,580296,48042,18391,109302,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SVM__seed43,CIC-IDS2017,43,top10,imbalanced,SVM,ML,10,1587663,100000,176407,100000.0,,200,8.696180820465088,73.55513048171997,2.890982151031494,82.25131130218506,2026-09-01T08:09:28.462615+00:00,gpu1.nitsri.ac.in,0.9072194129605796,0.8743620633597753,0.6879670760386726,0.8247437212689811,0.7501718470080813,0.8254256452552476,0.8743620633597753,0.8466015465624778,0.6980745405125179,0.9509052918271796,0.8436550349023729,580572,47766,22379,105314,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__SVM__seed44,CIC-IDS2017,44,top10,imbalanced,SVM,ML,10,1587663,100000,176407,100000.0,,200,8.528292179107666,70.95993614196777,2.84769606590271,79.48822832107544,2026-09-01T11:14:45.405689+00:00,gpu1.nitsri.ac.in,0.93203717836967,0.913228528237658,0.7549461783631006,0.8848253232361993,0.8147421706555521,0.8653460050579954,0.913228528237658,0.8865637365457159,0.7771007449941696,0.9649337462524848,0.9066345933146744,591663,36675,14707,112986,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__SVM__seed45,CIC-IDS2017,45,top10,imbalanced,SVM,ML,10,1587663,100000,176407,100000.0,,200,7.865094900131226,66.1684296131134,2.8497066497802734,74.03352451324463,2026-09-01T14:23:46.277646+00:00,gpu1.nitsri.ac.in,0.9311999111147559,0.9154391239368114,0.7488851178025968,0.8916385393091242,0.8140508424285107,0.8629880318092764,0.9154391239368114,0.8859211760211869,0.7766580455628931,0.9657320591089711,0.9059579195440697,590160,38178,13837,113856,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__SVM__seed46,CIC-IDS2017,46,top10,imbalanced,SVM,ML,10,1587663,100000,176407,100000.0,,200,12.921669483184814,73.6665186882019,2.9314815998077393,86.58818817138672,2026-09-01T17:35:06.542932+00:00,gpu1.nitsri.ac.in,0.9093912815744328,0.8714817907458363,0.698952633206502,0.8142341396944234,0.7522020495791236,0.8299456905462786,0.8714817907458363,0.8483808206806768,0.7001965894604261,0.9565280191623684,0.8587724203601811,583556,44782,23721,103972,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SimpleRNN__seed42,CIC-IDS2017,42,top10,imbalanced,SimpleRNN,DL,10,1587663,1587663,176407,,200.0,200,281.8923943042755,0.5187077522277832,2.872138738632202,282.4111020565033,2026-09-01T04:14:15.169327+00:00,gpu1.nitsri.ac.in,0.989759679166595,0.9762711947844759,0.9829995248564503,0.9559020463142067,0.9692614326665767,0.9870438561961287,0.9762711947844759,0.981558971937972,0.9632548142687243,0.9989487381584529,0.9956989211069058,626227,2111,5631,122062,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SimpleRNN__seed43,CIC-IDS2017,43,top10,imbalanced,SimpleRNN,DL,10,1587663,1587663,176407,,200.0,200,277.6388943195343,0.5200026035308838,2.890982151031494,278.1588969230652,2026-09-01T08:30:42.765835+00:00,gpu1.nitsri.ac.in,0.9922860305992743,0.9848888302465514,0.9804751878750602,0.9737182147807633,0.9770850196066104,0.9875707916527894,0.9848888302465514,0.9862237263853103,0.972455923580922,0.9989666546336904,0.9958623211282582,625862,2476,3356,124337,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SimpleRNN__seed44,CIC-IDS2017,44,top10,imbalanced,SimpleRNN,DL,10,1587663,1587663,176407,,200.0,200,274.7449600696564,0.530684232711792,2.84769606590271,275.27564430236816,2026-09-01T11:30:36.551507+00:00,gpu1.nitsri.ac.in,0.9920849806423282,0.9848396337390737,0.9791277920810009,0.9738983342861394,0.9765060619385639,0.9869145367196521,0.9848396337390737,0.9858734382041348,0.9717519552753922,0.9990670715943895,0.9965147115428225,625687,2651,3333,124360,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top10__SimpleRNN__seed45,CIC-IDS2017,45,top10,imbalanced,SimpleRNN,DL,10,1587663,1587663,176407,,200.0,200,269.97278118133545,0.5174088478088379,2.8497066497802734,270.4901900291443,2026-09-01T14:38:40.192047+00:00,gpu1.nitsri.ac.in,0.9903152119423675,0.9823522496997618,0.9722764974065616,0.9703272693099857,0.9713009054207659,0.9831243796558511,0.9823522496997618,0.9827378050890319,0.9654763206040874,0.9987803449191097,0.9954603559941733,624805,3533,3789,123904,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top10__SimpleRNN__seed46,CIC-IDS2017,46,top10,imbalanced,SimpleRNN,DL,10,1587663,1587663,176407,,200.0,200,275.6103775501251,0.5197956562042236,2.9314815998077393,276.13017320632935,2026-09-01T17:56:14.101102+00:00,gpu1.nitsri.ac.in,0.9934314862750337,0.9877587538596859,0.9818681534414386,0.9791922814876305,0.9805283918474894,0.9888209391607927,0.9877587538596859,0.9882888955317076,0.9765791153728195,0.9992252130294359,0.9970296025701091,626029,2309,2657,125036,756031,0.16889915889692353,0.0
